company_name,contact_name,contact_title,email,phone,website,linkedin_url
Jilani Group Inc,,,Nick.Budnyak@colliers.com,,https://www.jilanigroup.com/,
Kudson developments Ltd,,,,,https://www.orea.com/about-us/orea,https://linkedin.com/search/results/companies/?keywords=Ontario+Realty+Corp
Brookvalley Developments Inc,,,,905-738-7010,https://obd.hcraontario.ca/profile/B39830,
Red Scorpion Investments Inc,,,,,https://opengovca.com/quebec-business/1173205320,https://linkedin.com/search/results/companies/?keywords=Red+Scorpion+Investments+Inc
2360 Millrace Court GP Inc,,,,,https://www.collierscanada.com/en-ca/properties/freestanding-industrial-building-in-mississauga-for-sale/can-2360-millrace-court-mississauga-on-l5n-1w2/can2014987,https://linkedin.com/search/results/companies/?keywords=2360+Millrace+Court+GP+Inc
Hillbrand Developments Ltd,,,,905-738-7010,https://hillenbrand.com/,https://linkedin.com/search/results/companies/?keywords=Hillbrand+Developments+Ltd
961840 Ontario Ltd,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=961840+Ontario+Ltd
1674473 Ontario Inc,,,,,,
Diversified Capital Inc,Russ Giannotta,,,,https://diversifiedcapital.ca/,
Dunlop Bros (1991) Ltd,,,info@saugeentimes.com,,https://saugeentimes.com/long-time-port-elgin-family-business-about-to-change-hands/,https://linkedin.com/search/results/companies/?keywords=Dunlop+Bros+(1991)+Ltd
2805976 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=2805976+Ontario+Inc
Jane Rutherford Inc,,,,905-726-7600,https://www.condominiums.ca/jane-and-rutherford-condos-vaughan,
3-K Leasing Ltd,,,,,https://www.stthomaschamber.on.ca/list/member/3-k-leasing-limited-91953,https://linkedin.com/search/results/companies/?keywords=3-K+Leasing+Ltd
2338245 Ontario Ltd,,,,416-745-1240,,
2466941 Ontario Inc,Adam Laskis,,,905-702-9456,https://www.dnb.com/business-directory/company-profiles.2466941_ontario_inc.3dae1eddd6cc6606b23c22a980bd816c.html,
Anatolia Capital Corp,,,,905-771-3800,https://www.anatolia.com/capital,
Landric Homes Inc,,,,,https://landrichomes.com/,
Melanie Construction Inc,,,,613-443-2402,https://www.melanieconstruction.com/,
Dunmill Homes Inc,,,,,https://www.dnb.com/business-directory/company-profiles.dunmill_homes_inc.c1810633189179357a21a8aa5af312da.html,https://linkedin.com/search/results/companies/?keywords=Dunmill+Homes+Inc
Trustees of Calvary Gospel Church,,,,905-563-4151,,
1271395 Ontario Ltd,Gary Bromberg,,,,,
1293720 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=1293720+Ontario+Inc
1826716 Ontario Ltd,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,
Rolling Meadows Land Development Corp,,,,,,
Mavis Valley Developments Inc,,,,905-738-7010,https://www.dnb.com/business-directory/company-profiles.mavi_developments_inc.4eef2dcd40cf74a124fe3e59dfb8a081.html,https://linkedin.com/search/results/companies/?keywords=Mavis+Valley+Developments+Inc
2035482 Ontario Inc,,,,,https://www.dnb.com/business-directory/company-profiles.2035482_ontario_inc.425ffa297115d5c860d46151a9f7668a.html,https://linkedin.com/search/results/companies/?keywords=2035482+Ontario+Inc
Westbrand Developments Ltd,,,,905-738-7010,https://westbrand.com/,https://linkedin.com/search/results/companies/?keywords=Westbrand+Developments+Ltd
The Corporation of the City of Barrie,Christopher Packham,,,705-726-4242,https://www.barrie.ca/,https://linkedin.com/search/results/companies/?keywords=The+Corporation+of+the+City+of+Barrie
828272 Ontario Ltd,,,,905-688-3997,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=828272+Ontario+Ltd
Inno-Dev Real Estate Group Inc,,,,,https://www.innodev.ca/,
Brookvalley Developments Inc,,,,905-738-7010,https://obd.hcraontario.ca/profile/B39830,https://linkedin.com/search/results/companies/?keywords=Brookvalley+Developments+Inc
Candevco Property (One) Ltd,,,info@canadacompanyregistry.com,,https://www.canadacompanyregistry.com/companies/candevco-properties-group-inc/,https://linkedin.com/search/results/companies/?keywords=Candevco+Property+(One)+Ltd
2225763 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=2225763+Ontario+Inc
2666805 Ontario Inc,,,,,https://www.ontarioinc.ca/,
1000400932 Ontario Inc,,,,,https://www.ontario.ca/page/ontario-business-registry,
Flora Avenue Inc,Peter Selinger,,,,https://ca-en.florahealth.com/,https://linkedin.com/search/results/companies/?keywords=Flora+Avenue+Inc
2070877 Ontario Inc,,,,,https://opencorpdata.com/lei/5493005VWF3R0GYC5W87,https://linkedin.com/search/results/companies/?keywords=2070877+Ontario+Inc
Royal Property Holdings Inc,,,,,,
2441747 Ontario Ltd,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=2441747+Ontario+Ltd
2793588 Ontario Inc,,,,647-660-9666,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,
Towerhill Developments Inc,corporation of the nidhi punyarthi,,,905-695-0800,https://www.towerhill.ca/,https://linkedin.com/search/results/companies/?keywords=Named+Individual(s)
2668138 Ontario Inc,,,,,,
1000916512 Ontario Inc,,,,416-366-8381,,
410821 Ontario Ltd,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,
2310601 Ontario Inc,,,,,,
Urbandale Corp,,,,613-731-6331,https://www.urbandalecorporation.com/,https://linkedin.com/search/results/companies/?keywords=Urbandale+Corp
James Sabiston Ltd,,,,,https://whitchurch-stouffville.cdncompanies.com/other/james-sabiston-ltd-whitchurch-stouffville/,https://linkedin.com/search/results/companies/?keywords=James+Sabiston+Ltd
H & L Keil Holdings Ltd,,,,,https://www.dnb.com/business-directory/company-profiles.h__l_keil_holdings_ltd.42d1795db68869cc7154c8ca183993e6.html,
Balaji Investments 2021 Ltd,,,,,https://www.balajiinvestment.in/,
Kerki Holdings Ltd,None None,,,,https://www.dnb.com/business-directory/company-profiles.kerki_holdings_ltd.d737cdab0612d26bd029eb5e7cf660ab.html,
Geromaco Inc,,,,,https://www.gomaco.com/,
2407436 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=2407436+Ontario+Inc
Second Line Properties Ltd,David Helwig,,,,https://www.sootoday.com/local-news/look-whos-moving-in-on-second-line-10062570,https://linkedin.com/search/results/companies/?keywords=Second+Line+Properties+Ltd
Mavis Valley Developments Inc,,,,,https://www.dnb.com/business-directory/company-profiles.mavi_developments_inc.4eef2dcd40cf74a124fe3e59dfb8a081.html,https://linkedin.com/search/results/companies/?keywords=Mavis+Valley+Developments+Inc
Cookstown Estates Inc,,,,905-822-2615,https://patjordan.ca/cookstown,https://linkedin.com/search/results/companies/?keywords=Cookstown+Estates+Inc
1402802 Ontario Inc,,,,705-456-2520,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=1402802+Ontario+Inc
Amber Peak Developments Inc,,,,,https://www.khba.ca/business/amber-peak-developments-inc/,
2156285 Ontario Inc,,,,,https://www.ontarioinc.ca/,https://linkedin.com/search/results/companies/?keywords=2156285+Ontario+Inc
The Canada Life Assurance Company,,,,,https://www.canadalife.com/,https://linkedin.com/search/results/companies/?keywords=The+Canada+Life+Assurance+Company
Ontario Superior Court of Justice,,,,,,
11 Kelfield Ltd,,,,,https://www.brookrestoration.ca/,
237 Janefield Inc,,,,,https://f.tlcollect.com/fr2/423/73165/237_Janefield_Ave_IIB.pdf,
Bunz Properties & Management Ltd,,,,,https://bunzlcanada.ca/locations/,https://linkedin.com/search/results/companies/?keywords=Bunz+Properties+&+Management+Ltd
Link Charity Canada Inc,,,,,https://www.linkcharity.ca/,
Trustees of Calvary Gospel Church,,,,905-563-4151,https://opengovca.com/charity/118825132RR0001,https://linkedin.com/search/results/companies/?keywords=Trustees+of+Calvary+Gospel+Church
Al Faez Real Estate Corp,,,,,https://londonincmagazine.ca/business/al-faez-real-estate-cop/,
Topfar 108 Inc,,,,,https://www.topfardevelopments.com/,
R & I Tesan Holdings Ltd,,,,,https://www.dnb.com/business-directory/company-profiles.r__i_tesan_holdings_ltd.e040f9829f0a0bcdf9976369eb62f5ac.html,https://linkedin.com/search/results/companies/?keywords=R+&+I+Tesan+Holdings+Ltd
Adam-Terry Inc,,,adam@adamterry.com,,https://www.adamterry.com/,https://linkedin.com/search/results/companies/?keywords=Adam-Terry+Inc
Melvin Hartman Enterprises Ltd,,,,,https://local.infobel.ca/CA100681998-6132470099/melvin_hartman_enterprises-ottawa.html,https://linkedin.com/search/results/companies/?keywords=Melvin+Hartman+Enterprises+Ltd
Brooklin Southeast Developments Cr Inc,,,,,https://madisongroup.ca/residential/brooklin-towns/,https://linkedin.com/search/results/companies/?keywords=Brooklin+Southeast+Developments+Cr+Inc
1582733 Ontario Inc,,,,,https://www.dnb.com/business-directory/company-profiles.1582793_ontario_inc.7bb2de4b1150dde03690c7c3a2dcd1ad.html,https://linkedin.com/search/results/companies/?keywords=1582733+Ontario+Inc
Hunzach Group Holdings Inc,,,,,https://hunzachgroup.com/,https://linkedin.com/search/results/companies/?keywords=Hunzach+Group+Holdings+Inc
2664835 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=2664835+Ontario+Inc
Ex-L Sweeping & Flushing Ltd,,,,,https://www.toronto.ca/legdocs/mmis/2008/pg/bgrd/backgroundfile-14606.pdf,
Stella Holdings Inc,,,,,https://www.stella-jones.com/en-CA/investor-relations,
Toronto-Guild Investments Ltd,,,,,https://www.tsx.com/en/trading/accessing-our-markets/member-firm-directory,
2628337 Ontario Inc,,,,,https://www.ontario.ca/page/ontario-business-registry,https://linkedin.com/search/results/companies/?keywords=2628337+Ontario+Inc
Vaughan Minerals Co Ltd,Michael Winterhalt,,,,https://www.vaultminerals.com/,
John Burt Enterprises Ltd,,,,,https://duro-last.com/history/,https://linkedin.com/search/results/companies/?keywords=John+Burt+Enterprises+Ltd
Woodvalley Developments Inc,,,,905-738-7010,https://www.woodvalleyprojects.ca/,https://linkedin.com/search/results/companies/?keywords=Woodvalley+Developments+Inc
1137431 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=1137431+Ontario+Inc
1225546 Ontario Ltd,,,,,,
Pickwickian Holdings Ltd,Stephen Bradshaw,,,,https://www.speakupsarnia.ca/1258-michigan-avenue,https://linkedin.com/search/results/companies/?keywords=Pickwickian+Holdings+Ltd
Folkens-Nageler Properties Inc,,,,,https://folkensnageler.com/,
Bilnia Investments Ltd,William Wiener,,,416-245-7991,https://www.bilnia.com/,
Bob Oberholtzer Investments Ltd,,,,,https://www.waterloochronicle.ca/news/waterloo-votes-bob-oberholtzer-ward-5-candidate/article_c0a5ea88-9ac2-5298-821a-e56a427445b2.html,
2563779 Ontario Inc,,,,,,
Michel Holdings Ltd,,,,,https://www.michels.us/michels-canada/,https://linkedin.com/search/results/companies/?keywords=Michel+Holdings+Ltd
Woodstock Meadows Developments Inc,,,,,https://wdds.ca/contact-us/,https://linkedin.com/search/results/companies/?keywords=Woodstock+Meadows+Developments+Inc
Build Toronto Holdings (Ordnance) Inc,,,info@buildtoronto.com,,https://buildtoronto.com/,
KNL Developments Inc,,,,,https://ero.ontario.ca/notice/019-0602,https://linkedin.com/search/results/companies/?keywords=KNL+Developments+Inc
Beacon Ridge Homes Ltd,,,,,https://www.zoominfo.com/c/beacon-ridge-homes-ltd/527279360,
Canpro Water Treatment Inc,,,,,https://www.breken.com/ylm/ylm_comp_detail.aspx?comp_id=66922&f=richmondhill,
1000893916 Ontario Inc,,,,,,
Seymour & Associates Inc,,,,,https://seymourandassociates.com/,
Charleco Ltd,,,,,https://www.charle.co.jp/english/,
CSL Holding Ltd,,,,905-648-7949,https://www.csl.com/,https://linkedin.com/search/results/companies/?keywords=CSL+Holding+Ltd
Delisle Properties Ltd,Theodore Burnett,,,416-922-8710,https://obd.hcraontario.ca/profile/B27416,https://linkedin.com/search/results/companies/?keywords=Delisle+Properties+Ltd
1000179105 Ontario Ltd,,,,,,
New Star Rentals & Equipment Ltd,,,,519-595-7030,https://www.newstarrentals.ca/,https://linkedin.com/search/results/companies/?keywords=New+Star+Rentals+&+Equipment+Ltd
NCH Canada Inc,,,,905-457-5220,https://www.nch.com/,https://linkedin.com/search/results/companies/?keywords=NCH+Canada+Inc
Zancor Group Ltd,,,,,https://www.zancorhomes.com/,https://linkedin.com/search/results/companies/?keywords=Zancor+Group+Ltd
Jon Koopmans Construction Ltd,,,,,https://www.koopmanscontracting.com/,https://linkedin.com/search/results/companies/?keywords=Jon+Koopmans+Construction+Ltd
Mantella Corp,Robert Mantella,,r.mantella@mantellacorporation.com,416-247-5432,http://mantellacorporation.com/,https://ca.linkedin.com/in/robert-mantella-9218a0a6
1000490593 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=1000490593+Ontario+Inc
2162246 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=2162246+Ontario+Inc
Wilben Investments Ltd,,,,,https://www.wilbentrade.com/,
2541063 Ontario Ltd,,,,,,
1441997 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=1441997+Ontario+Inc
Super Delta Heating &amp; Cooling,,,,416-977-0901,https://reviews.birdeye.com/super-delta-heating-cooling-inc-166848331989208,https://linkedin.com/search/results/companies/?keywords=Super+Delta+Heating+&amp;+Cooling
13249514 Canada Inc,,,,,,
Maruti Parry Sound Inc,,,,,https://www.marutisuzuki.com/,https://linkedin.com/search/results/companies/?keywords=Maruti+Parry+Sound+Inc
Townsgate Homes Inc,,,,,,
Burnford Realty Ltd,,,,,https://burnfordrealty.com/,
SDR Limited,,,,905-727-6782,https://www.sdrplay.com/,
Brantford 33 Sinclair Blvd Inc,,,,,https://www.mapquest.com/ca/ontario/gatestone-co-brantford-500258124,https://linkedin.com/search/results/companies/?keywords=Brantford+33+Sinclair+Blvd+Inc
Gray 8 Corners Inc,,,,,https://8corners.ca/,
Aaris Interiors Ltd,,,,,https://www.arrisinteriorsinc.com/,
2683568 Ontario Inc,,,,,,
DBS-Hearn Inc,,,,226-674-3200,https://www.dnb.com/business-directory/company-profiles.dbs-hearn_inc.9dfd5bac364aed5c4d35b0775cd878e9.html,
Spavest Inc,,,,,https://canada.chamberofcommerce.com/business-directory/ontario/kitchener/condominium-rental-agency/677999-spavest-inc,
OVF GP Ltd,,,,,https://companycheck.co.uk/company/08998708/HUB-OVF-GP-LIMITED/companies-house-data,https://linkedin.com/search/results/companies/?keywords=OVF+GP+Ltd
Birdland Developments Ltd,,,,,https://www.observerxtra.com/content/files/2023/05/Birdland-Subdivision-Plan.pdf,
Cameron Stephens Mortgage Capital Ltd,,,,416-591-8787,https://cameronstephens.com/,
Carsonco Auto Holdings Inc,,,,,https://investors.autocan.ca/,
Biederman Packaging Inc,,,,,https://biederman.ca/,https://linkedin.com/search/results/companies/?keywords=Biederman+Packaging+Inc
LGC Canada Real Estate Ltd,,,,,https://lgcrep.com/,
King Dufferin Developments CR Inc,,,,905-738-7010,https://xo2condos.com/,https://linkedin.com/search/results/companies/?keywords=King+Dufferin+Developments+CR+Inc
DWK Holdings Inc,,,,,https://www.dwk.com/,
Gatoan Holdings Inc,Tetsuma Fujii,"Vice President, Contracts",,,https://catcan.ca/contact-us/,https://linkedin.com/search/results/companies/?keywords=Gatoan+Holdings+Inc
King North Developments CR Inc,,,,,https://www.king.ca/DevelopmentPlanning,https://linkedin.com/search/results/companies/?keywords=King+North+Developments+CR+Inc
A-Trulli Investment Ltd,Yesenia Bonilla,Vice President of Administration,,,https://trulli-invest.com/our-services-2/?lang=en,https://linkedin.com/search/results/companies/?keywords=A-Trulli+Investment+Ltd
Zancor Homes (Cookstown) Ltd,,,info@zancorhomes.com,905-738-7010,https://www.zancorhomes.com/community/zancor-cookstown/,https://linkedin.com/search/results/companies/?keywords=Zancor+Homes+(Cookstown)+Ltd
No 2 Hunglin Development Corp,,,,416-449-5356,https://www.hunglin.com/,https://linkedin.com/search/results/companies/?keywords=No+2+Hunglin+Development+Corp
Barrhaven Conservancy Development Corp,,,,,https://caivan.com/ottawa/the-conservancy/,https://linkedin.com/search/results/companies/?keywords=Barrhaven+Conservancy+Development+Corp
Minova Developments Inc,,,,,https://www.minovaglobal.com/americas,https://linkedin.com/search/results/companies/?keywords=Minova+Developments+Inc
BJS Properties Inc,None None,,,,https://openbiz.ca/region/860253-bjs-properties-inc/,https://linkedin.com/search/results/companies/?keywords=BJS+Properties+Inc
Collwood Properties Inc,,,,,https://www.dnb.com/business-directory/company-profiles.collwood_properties_inc.921f03bcc11f078d2e86ef677f6d26f5.html,
Mantella Corporation,Robert Mantella,,r.mantella@mantellacorporation.com,416-247-5432,http://mantellacorporation.com/,https://ca.linkedin.com/in/robert-mantella-9218a0a6
2733 Properties Inc,,,,,https://www.ontario.ca/page/overview-land-registry,
Transmetro Ltd,,,,,https://www.dnb.com/business-directory/company-profiles.transmetro_limited.d5ef78129f33854ded070bec1765a25f.html,
MNA Holdings Inc,Oleksandr Muradov,,,,https://stockanalysis.com/etf/mna/holdings/,https://linkedin.com/search/results/companies/?keywords=MNA+Holdings+Inc
1138804 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=1138804+Ontario+Inc
2613417 Ontario Ltd,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=2613417+Ontario+Ltd
Cawthra Mississauga Holdings Ltd,,,,,https://www.dnb.com/business-directory/company-profiles.queensway_cawthra_holdings_ltd.c521acb1aea09a2a71acde46a0d86ffd.html,https://linkedin.com/search/results/companies/?keywords=Cawthra+Mississauga+Holdings+Ltd
Skinner & Middlebrook Ltd,,,,,https://skinner-middlebrook-ltd.mississaugadirect.ca/,https://linkedin.com/search/results/companies/?keywords=Skinner+&+Middlebrook+Ltd
Eiram Development Corp,Sarah Parish,,,,https://www.claringtonconnected.ca/proposed-development-mearns-and-concession-road-3,https://linkedin.com/search/results/companies/?keywords=Eiram+Development+Corp
Brookvalley Developments (Angus) Ltd,,,info@obd.hcraontario.ca,,https://obd.hcraontario.ca/profile/B39830,https://linkedin.com/search/results/companies/?keywords=Brookvalley+Developments+(Angus)+Ltd
270-330 Esna Park GP Inc,,,,,,
7102755 Canada Inc,,,,,https://ised-isde.canada.ca/cc/lgcy/fdrlCrpDtls.html?corpId=7102755,https://linkedin.com/search/results/companies/?keywords=7102755+Canada+Inc
Georgian Country Trails Inc,,,,905-568-4200,https://www.visitgrey.ca/business/georgian-trail,https://linkedin.com/search/results/companies/?keywords=Georgian+Country+Trails+Inc
1000927448 Ontario Inc,,,,,,
Levy Transportation Ltd,John Wilson,,,,https://www.transportlevy.com/en/,https://linkedin.com/search/results/companies/?keywords=Levy+Transportation+Ltd
Valente Development Corp,,,,866-903-8777,https://valentehomes.com/,
1271395 Ontario Ltd,,,,,,
Markhamone Developments Ltd,,,,,https://www.markham.ca/economic-development-business/planning-development-services/engineering-services/construction-activities,https://linkedin.com/search/results/companies/?keywords=Markhamone+Developments+Ltd
757040 Ontario Ltd,MA Chi Wing,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=757040+Ontario+Ltd
Regalon Holdings Inc,,,,,https://www.dnb.com/business-directory/company-profiles.regalon_holdings_inc.d20c5767069f85fdabc3f32d02c29b7c.html,
Quarre (Two) Inc,,,info@quarre.com,,https://quarre.com/,https://linkedin.com/search/results/companies/?keywords=Quarre+(Two)+Inc
Carmelite Sisters of Canada,,,,,https://carmelitesistersdcj.ca/,https://linkedin.com/search/results/companies/?keywords=Carmelite+Sisters+of+Canada
John F. Ayliffe Consultants Ltd,,,,,https://local.infobel.ca/CA101130225/ayliffe_john_f_consultants-cookstown.html,https://linkedin.com/search/results/companies/?keywords=John+F.+Ayliffe+Consultants+Ltd
Regency Management Inc,,,,,https://regencymanagement-inc.com/,
12873591 Canada Inc,,,,,,
Wordsworth Holdings Inc,,,,905-339-1662,https://www.dnb.com/business-directory/company-profiles.wordsworth_holdings_inc.00c907f7a9895b6382e7bd4c67f15583.html,https://linkedin.com/search/results/companies/?keywords=Wordsworth+Holdings+Inc
Adhyana Inc,,,john@company.com,,https://www.adhyana.ai/,https://linkedin.com/search/results/companies/?keywords=Adhyana+Inc
2038201 Ontario Ltd,,,,,,
Talus (Mapleview) Ltd,,,info@gerreng.com,,https://www.telus.com/,https://linkedin.com/search/results/companies/?keywords=Talus+(Mapleview)+Ltd
Alicem Investments Ltd,,,,,https://www.cryptolegal.uk/list-of-reported-scam-companies/,
Market Maker Agriculture Inc,Joseph Kipfer,,,,https://marketmakerag.com/,https://linkedin.com/search/results/companies/?keywords=Market+Maker+Agriculture+Inc
Windom KW Inc,,,,,https://kwcan.ca/,https://linkedin.com/search/results/companies/?keywords=Windom+KW+Inc
29 Park Road Ltd,,,,,https://www.realtor.ca/real-estate/28841439/29-park-road-norfolk-simcoe-simcoe,
1826652 Ontario Ltd,,,,416-878-6168,,
2634410 Ontario Inc,,,,,,
City of Hamilton,Jacquelyn Chan,,,905-546-2489,https://www.hamilton.ca/,
1029941 Ontario Inc,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=1029941+Ontario+Inc
Tenga Capital Corp,,,,,https://tenga-group.com/en/company/,https://linkedin.com/search/results/companies/?keywords=Tenga+Capital+Corp
First Source Financial Management Inc,,,,416-221-2238,https://firstsourcemortgage.ca/,https://linkedin.com/search/results/companies/?keywords=First+Source+Financial+Management+Inc
Dincor Investments Inc,James D'Orazio,,,905-829-8777,https://ca.ltddir.com/companies/dincor-inc/,https://linkedin.com/search/results/companies/?keywords=Dincor+Investments+Inc
Valley King Developments Ltd,,,,905-738-7010,https://canada.constructconnect.com/dcn/certificates-and-notices/F9915D0F-DFE6-4F7A-AC29-AC4E3B6D5DC2,https://linkedin.com/search/results/companies/?keywords=Valley+King+Developments+Ltd
Petrovitch Enterprises Ltd,,,,,https://www.dnb.com/business-directory/company-profiles.petrovitch_enterprises_limited.3e2dd9326ea2bdde5da3fd3e67a564b8.html,https://linkedin.com/search/results/companies/?keywords=Petrovitch+Enterprises+Ltd
North Valley Developments Ltd,,,,905-738-7010,https://www.dnb.com/business-directory/company-profiles.north_valley_developments_limited.c68c248582875c0776258851532e5261.html,https://linkedin.com/search/results/companies/?keywords=North+Valley+Developments+Ltd
1173735 Ontario Ltd,,,,,https://www.obrpartner.mgcs.gov.on.ca/onbis/master/service/create.pub?o=oA3vOl4N_xGMMKu_SfdRAhAhLLiss2AEBQqF9gdZPUC3qwVU0pjwZw,https://linkedin.com/search/results/companies/?keywords=1173735+Ontario+Ltd
1788296 Ontario Inc,,,,,,
Lindwide Developments (Cornell) Ltd,,,info@ward5markham.ca,,https://ward5markham.ca/lindwide-south-cornell/,https://linkedin.com/search/results/companies/?keywords=Lindwide+Developments+(Cornell)+Ltd
Hillbrand Developments Ltd,,,,,https://hillenbrand.com/,https://linkedin.com/search/results/companies/?keywords=Hillbrand+Developments+Ltd
Royal Homes Ltd,,,,,https://www.royalhomes.com/models/,
TMNV Holdings Inc,,,,,https://tmv.vc/,https://linkedin.com/search/results/companies/?keywords=TMNV+Holdings+Inc
Credit Meadow Holdings Inc,,,,,https://www.ugdsb.ca/CreditMeadows,https://linkedin.com/search/results/companies/?keywords=Credit+Meadow+Holdings+Inc
81 Maybrook Drive Inc,,,,,https://www.cylex-canada.ca/company/rexnord-canada-limited-12172349.html,
Haylock Farm Ltd,,,,,,
550 19th Street West Ltd,,,,,https://www.apartments.com/regency-tower-owen-sound-owen-sound-on/r46ynj3/,https://linkedin.com/search/results/companies/?keywords=550+19th+Street+West+Ltd
Ont GTA Properties Inc,,,,,http://gtaproperties.com/,
"Triton Water Canada Holdings, Inc",,,,,https://www.dnb.com/business-directory/company-profiles.triton_water_canada_holdings_inc.ec1f24128ff187bc3750cef65c2f3ed3.html,
Grant Castle Corp,,,,800-267-7175,https://www.canadacompanyregistry.com/companies/grant-castle-corp/,https://linkedin.com/search/results/companies/?keywords=Grant+Castle+Corp
2533220 Ontario Inc,,,,888-294-1377,,
Mayfield Manor Estates Ltd,Ismail Gulamali,,,,https://mcdadi.com/manors-on-mayfield,https://linkedin.com/search/results/companies/?keywords=Mayfield+Manor+Estates+Ltd
Howland Green Wellington East Ltd,,,,,https://howlandgreen.com/howland-green-wellington-east/,https://linkedin.com/search/results/companies/?keywords=Howland+Green+Wellington+East+Ltd
Brookvalley Estates Inc,Nick Cortellucci,,,905-738-7010,https://obd.hcraontario.ca/profile/B39830,
